Name,Set,Color,ColorID,Type,Subtype,CMC,Rarity,Text,Keywords,Power,Toughness,Printings,Layout,Side
Runed Halo,M21,W,W,Enchantment,,2,Rare,"As Runed Halo enters the battlefield, choose a card name.
You have protection from the chosen card name. (You can't be targeted, dealt damage, or enchanted by anything with that name.)",,,,"M21, PM21, SHM, UMA",Normal,
Sanctum of Tranquil Light,M21,W,W,Enchantment,Shrine,1,Uncommon,{5}{W}: Tap target creature. This ability costs {1} less to activate for each Shrine you control.,,,,M21,Normal,
Seasoned Hallowblade,M21,W,W,Creature,"Human, Warrior",2,Uncommon,"Discard a card: Tap Seasoned Hallowblade. It gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,3,1,"M21, PPRO",Normal,
Secure the Scene,M21,W,W,Sorcery,,5,Common,Exile target nonland permanent. Its controller creates a 1/1 white Soldier creature token.,,,,M21,Normal,
Selfless Savior,M21,W,W,Creature,Dog,1,Uncommon,"Sacrifice Selfless Savior: Another target creature you control gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,1,1,M21,Normal,
Siege Striker,M21,W,W,Creature,"Human, Soldier",3,Uncommon,"Double strike (This creature deals both first-strike and regular combat damage.)
Whenever Siege Striker attacks, you may tap any number of untapped creatures you control. Siege Striker gets +1/+1 until end of turn for each creature tapped this way.",Double strike,1,1,M21,Normal,
Speaker of the Heavens,M21,W,W,Creature,"Human, Cleric",1,Rare,"Vigilance, lifelink
{T}: Create a 4/4 white Angel creature token with flying. Activate only if you have at least 7 life more than your starting life total and only as a sorcery.","Lifelink, Vigilance",1,1,"M21, PM21",Normal,
Staunch Shieldmate,M21,W,W,Creature,"Dwarf, Soldier",1,Common,,,1,3,M21,Normal,
Swift Response,M21,W,W,Instant,,2,Common,Destroy target tapped creature.,,,,M21,Normal,
Tempered Veteran,M21,W,W,Creature,"Human, Knight",2,Uncommon,"{W}, {T}: Put a +1/+1 counter on target creature with a +1/+1 counter on it.
{4}{W}{W}, {T}: Put a +1/+1 counter on target creature.",,1,2,M21,Normal,
Valorous Steed,M21,W,W,Creature,Unicorn,5,Common,"Vigilance (Attacking doesn't cause this creature to tap.)
When Valorous Steed enters the battlefield, create a 2/2 white Knight creature token with vigilance.",Vigilance,3,3,M21,Normal,
Vryn Wingmare,M21,W,W,Creature,Pegasus,3,Uncommon,"Flying
Noncreature spells cost {1} more to cast.",Flying,2,1,"M21, ORI, PORI",Normal,
Warded Battlements,M21,W,W,Creature,Wall,3,Common,"Defender (This creature can't attack.)
Attacking creatures you control get +1/+0.",Defender,0,3,M21,Normal,
"Barrin, Tolarian Archmage",M21,U,U,Creature,"Human, Wizard",3,Rare,"When Barrin, Tolarian Archmage enters the battlefield, return up to one other target creature or planeswalker to its owner's hand.
At the beginning of your end step, if a permanent was put into your hand from the battlefield this turn, draw a card.",,2,2,"M21, PM21",Normal,
Cancel,M21,U,U,Instant,,3,Common,Counter target spell.,,,,"10E, AKH, ALA, DPA, KTK, M10, M11, M12, M14, M15, M19, M21, MB1, P10, PC2, PCA, PRM, PS11, RTR, TSP, XLN, ZEN",Normal,
Capture Sphere,M21,U,U,Enchantment,Aura,4,Common,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
When Capture Sphere enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.","Enchant, Flash",,,"GRN, IKO, M21, MB1",Normal,
Discontinuity,M21,U,U,Instant,,6,Mythic,"As long as it's your turn, this spell costs {2}{U}{U} less to cast.
End the turn. (Exile all spells and abilities from the stack, including this card. The player whose turn it is discards down to their maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",,,,"M21, PM21",Normal,
Enthralling Hold,M21,U,U,Enchantment,Aura,5,Uncommon,"Enchant creature
You can't choose an untapped creature as this spell's target as you cast it.
You control enchanted creature.",Enchant,,,M21,Normal,
Frantic Inventory,M21,U,U,Instant,,2,Common,"Draw a card, then draw cards equal to the number of cards named Frantic Inventory in your graveyard.",,,,M21,Normal,
Frost Breath,M21,U,U,Instant,,3,Common,Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.,,,,"M12, M14, M21",Normal,
Ghostly Pilferer,M21,U,U,Creature,"Spirit, Rogue",2,Rare,"Whenever Ghostly Pilferer becomes untapped, you may pay {2}. If you do, draw a card.
Whenever an opponent casts a spell from anywhere other than their hand, draw a card.
Discard a card: Ghostly Pilferer can't be blocked this turn.",,2,1,"M21, PM21",Normal,
Jeskai Elder,M21,U,U,Creature,"Human, Monk",2,Uncommon,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.",Prowess,1,2,"DDN, KTK, M21",Normal,
Keen Glidemaster,M21,U,U,Creature,"Human, Soldier",2,Common,{2}{U}: Target creature gains flying until end of turn.,,2,1,M21,Normal,
Library Larcenist,M21,U,U,Creature,"Merfolk, Rogue",3,Common,"Whenever Library Larcenist attacks, draw a card.",,1,2,M21,Normal,
Lofty Denial,M21,U,U,Instant,,2,Common,"Counter target spell unless its controller pays {1}. If you control a creature with flying, counter that spell unless its controller pays {4} instead.",,,,M21,Normal,
Miscast,M21,U,U,Instant,,1,Uncommon,Counter target instant or sorcery spell unless its controller pays {3}.,,,,M21,Normal,
Mistral Singer,M21,U,U,Creature,Siren,3,Common,"Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","Flying, Prowess",2,2,M21,Normal,
Opt,M21,U,U,Instant,,1,Common,"Scry 1.
Draw a card.",Scry,,,"DOM, ELD, INV, M21, MB1, PDOM, PRM, SLD, STA, WC01, XLN",Normal,
Pursued Whale,M21,U,U,Creature,Whale,7,Rare,"When Pursued Whale enters the battlefield, each opponent creates a 1/1 red Pirate creature token with ""This creature can't block"" and ""Creatures you control attack each combat if able.""
Spells your opponents cast that target Pursued Whale cost {3} more to cast.",,8,8,"M21, PM21",Normal,
Rain of Revelation,M21,U,U,Instant,,4,Uncommon,"Draw three cards, then discard a card.",,,,"M21, MH1",Normal,
Read the Tides,M21,U,U,Sorcery,,6,Common,"Choose one —
• Draw three cards.
• Return up to two target creatures to their owners' hands.",,,,M21,Normal,
Rewind,M21,U,U,Instant,,4,Uncommon,Counter target spell. Untap up to four lands.,,,,"8ED, 9ED, M13, M21, MM3, PAL99, PRM, USG, WC04",Normal,
Riddleform,M21,U,U,Enchantment,,2,Uncommon,"Whenever you cast a noncreature spell, you may have Riddleform become a 3/3 Sphinx creature with flying in addition to its other types until end of turn.
{2}{U}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",Scry,,,"AKR, HOU, M21",Normal,
Roaming Ghostlight,M21,U,U,Creature,Spirit,5,Common,"Flying
When Roaming Ghostlight enters the battlefield, return up to one target non-Spirit creature to its owner's hand.",Flying,3,2,M21,Normal,
Rookie Mistake,M21,U,U,Instant,,1,Common,"Until end of turn, target creature gets +0/+2 and another target creature gets -2/-0.",,,,M21,Normal,
Rousing Read,M21,U,U,Enchantment,Aura,3,Common,"Enchant creature
When Rousing Read enters the battlefield, draw two cards, then discard a card.
Enchanted creature gets +1/+1 and has flying.",Enchant,,,M21,Normal,
Sanctum of Calm Waters,M21,U,U,Enchantment,Shrine,4,Uncommon,"At the beginning of your precombat main phase, you may draw X cards, where X is the number of Shrines you control. If you do, discard a card.",,,,M21,Normal,
See the Truth,M21,U,U,Sorcery,,2,Rare,"Look at the top three cards of your library. Put one of those cards into your hand and the rest on the bottom of your library in any order. If this spell was cast from anywhere other than your hand, put each of those cards into your hand instead.",,,,"M21, PM21",Normal,
Shacklegeist,M21,U,U,Creature,Spirit,2,Rare,"Flying
Shacklegeist can block only creatures with flying.
Tap two untapped Spirits you control: Tap target creature you don't control.",Flying,2,2,"M21, PM21",Normal,
Shipwreck Dowser,M21,U,U,Creature,"Merfolk, Wizard",5,Uncommon,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Shipwreck Dowser enters the battlefield, return target instant or sorcery card from your graveyard to your hand.",Prowess,3,3,M21,Normal,
Spined Megalodon,M21,U,U,Creature,Shark,7,Common,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Spined Megalodon attacks, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)","Hexproof, Scry",5,7,M21,Normal,
Stormwing Entity,M21,U,U,Creature,Elemental,5,Rare,"This spell costs {2}{U} less to cast if you've cast an instant or sorcery spell this turn.
Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Stormwing Entity enters the battlefield, scry 2.","Flying, Prowess, Scry",3,3,"M21, PM21",Normal,
Sublime Epiphany,M21,U,U,Instant,,6,Rare,"Choose one or more —
• Counter target spell.
• Counter target activated or triggered ability.
• Return target nonland permanent to its owner's hand.
• Create a token that's a copy of target creature you control.
• Target player draws a card.",,,,"M21, PM21",Normal,
"Teferi, Master of Time",M21,U,U,Planeswalker,Teferi,4,Mythic,"You may activate loyalty abilities of Teferi, Master of Time on any player's turn any time you could cast an instant.
[+1]: Draw a card, then discard a card.
[−3]: Target creature you don't control phases out. (Treat it and anything attached to it as though they don't exist until its controller's next turn.)
[−10]: Take two extra turns after this one.",,,,"M21, PM21",Normal,
Teferi's Ageless Insight,M21,U,U,Enchantment,,4,Rare,"If you would draw a card except the first one you draw in each of your draw steps, draw two cards instead.",,,,"M21, PM21",Normal,
Teferi's Protege,M21,U,U,Creature,"Human, Wizard",3,Common,"{1}{U}, {T}: Draw a card, then discard a card.",,2,3,M21,Normal,
Teferi's Tutelage,M21,U,U,Enchantment,,3,Uncommon,"When Teferi's Tutelage enters the battlefield, draw a card, then discard a card.
Whenever you draw a card, target opponent mills two cards. (They put the top two cards of their library into their graveyard.)",Mill,,,M21,Normal,
Tide Skimmer,M21,U,U,Creature,Drake,4,Uncommon,"Flying
Whenever you attack with two or more creatures with flying, draw a card.",Flying,2,3,M21,Normal,
Tolarian Kraken,M21,U,U,Creature,Kraken,6,Uncommon,"Whenever you draw a card, you may pay {1}. When you do, you may tap or untap target creature.",,4,6,M21,Normal,
Tome Anima,M21,U,U,Creature,Spirit,4,Common,Tome Anima can't be blocked as long as you've drawn two or more cards this turn.,,3,3,M21,Normal,
Unsubstantiate,M21,U,U,Instant,,2,Uncommon,Return target spell or creature to its owner's hand.,,,,"EMN, M21, PEMN, PRM",Normal,
Vodalian Arcanist,M21,U,U,Creature,"Merfolk, Wizard",2,Common,{T}: Add {C}. Spend this mana only to cast an instant or sorcery spell.,,1,3,"DOM, M21",Normal,
Waker of Waves,M21,U,U,Creature,Whale,7,Uncommon,"Creatures your opponents control get -1/-0.
{1}{U}, Discard Waker of Waves: Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.",,7,7,M21,Normal,
Wall of Runes,M21,U,U,Creature,Wall,1,Common,"Defender (This creature can't attack.)
When Wall of Runes enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)","Defender, Scry",0,4,"ANB, M21, WAR",Normal,
Wishcoin Crab,M21,U,U,Creature,Crab,4,Common,,,2,5,"GRN, M21, MB1",Normal,
Alchemist's Gift,M21,B,B,Instant,,1,Common,Target creature gets +1/+1 and gains your choice of deathtouch or lifelink until end of turn. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it. Damage dealt by a creature with lifelink also causes its controller to gain that much life.),,,,M21,Normal,
Archfiend's Vessel,M21,B,B,Creature,"Human, Cleric",1,Uncommon,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When Archfiend's Vessel enters the battlefield, if it entered from your graveyard or you cast it from your graveyard, exile it. If you do, create a 5/5 black Demon creature token with flying.",Lifelink,1,1,M21,Normal,
Bad Deal,M21,B,B,Sorcery,,6,Uncommon,You draw two cards and each opponent discards two cards. Each player loses 2 life.,,,,"ANB, M21",Normal,
Blood Glutton,M21,B,B,Creature,Vampire,5,Common,Lifelink (Damage dealt by this creature also causes you to gain that much life.),Lifelink,4,3,M21,Normal,
Caged Zombie,M21,B,B,Creature,Zombie,3,Common,"{1}{B}, {T}: Each opponent loses 2 life. Activate only if a creature died this turn.",,2,3,M21,Normal,
Carrion Grub,M21,B,B,Creature,Insect,4,Uncommon,"Carrion Grub gets +X/+0, where X is the greatest power among creature cards in your graveyard.
When Carrion Grub enters the battlefield, mill four cards. (Put the top four cards of your library into your graveyard.)",Mill,0,5,M21,Normal,
Crypt Lurker,M21,B,B,Creature,Horror,4,Common,"When Crypt Lurker enters the battlefield, you may sacrifice a creature or discard a creature card. If you do, draw a card.",,3,4,M21,Normal,
Deathbloom Thallid,M21,B,B,Creature,Fungus,3,Common,"When Deathbloom Thallid dies, create a 1/1 green Saproling creature token.",,3,2,"DOM, M21",Normal,
Demonic Embrace,M21,B,B,Enchantment,Aura,3,Rare,"Enchant creature
Enchanted creature gets +3/+1, has flying, and is a Demon in addition to its other types.
You may cast Demonic Embrace from your graveyard by paying 3 life and discarding a card in addition to paying its other costs.",Enchant,,,"M21, PM21",Normal,
Duress,M21,B,B,Sorcery,,1,Common,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,"7ED, DDC, DTK, DVD, EMA, F05, IMA, M10, M11, M13, M14, M19, M20, M21, MB1, MD1, PAL00, PANA, PD3, PI14, PMEI, PRM, STA, USG, WC01, WC02, WC99, XLN",Normal,
Eliminate,M21,B,B,Instant,,2,Uncommon,Destroy target creature or planeswalker with mana value 3 or less.,,,,"M21, STA",Normal,
Fetid Imp,M21,B,B,Creature,Imp,2,Common,"Flying
{B}: Fetid Imp gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)",Flying,1,2,"DDR, M21, MB1, ORI",Normal,
Finishing Blow,M21,B,B,Instant,,5,Common,Destroy target creature or planeswalker.,,,,M21,Normal,
Gloom Sower,M21,B,B,Creature,Horror,7,Common,"Whenever Gloom Sower becomes blocked by a creature, that creature's controller loses 2 life and you gain 2 life.",,8,6,M21,Normal,
Goremand,M21,B,B,Creature,Demon,6,Uncommon,"As an additional cost to cast this spell, sacrifice a creature.
Flying
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
When Goremand enters the battlefield, each opponent sacrifices a creature.","Flying, Trample",5,5,M21,Normal,
Grasp of Darkness,M21,B,B,Instant,,2,Common,Target creature gets -4/-4 until end of turn.,,,,"GN2, M21, OGW, SOM",Normal,
Grim Tutor,M21,B,B,Sorcery,,3,Mythic,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",,,,"M21, ME3, PM21, S99",Normal,
Hooded Blightfang,M21,B,B,Creature,Snake,3,Rare,"Deathtouch
Whenever a creature you control with deathtouch attacks, each opponent loses 1 life and you gain 1 life.
Whenever a creature you control with deathtouch deals damage to a planeswalker, destroy that planeswalker.",Deathtouch,1,4,"M21, PM21",Normal,
Infernal Scarring,M21,B,B,Enchantment,Aura,2,Common,"Enchant creature
Enchanted creature gets +2/+0 and has ""When this creature dies, draw a card.""",Enchant,,,"M19, M21, MB1, ORI",Normal,
"Kaervek, the Spiteful",M21,B,B,Creature,"Human, Warlock",4,Rare,Other creatures get -1/-1.,,3,2,"M21, PM21",Normal,
Kitesail Freebooter,M21,B,B,Creature,"Human, Pirate",2,Uncommon,"Flying
When Kitesail Freebooter enters the battlefield, target opponent reveals their hand. You choose a noncreature, nonland card from it. Exile that card until Kitesail Freebooter leaves the battlefield.",Flying,1,2,"M21, XLN",Normal,
"Liliana, Waker of the Dead",M21,B,B,Planeswalker,Liliana,4,Mythic,"[+1]: Each player discards a card. Each opponent who can't loses 3 life.
[−3]: Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard.
[−7]: You get an emblem with ""At the beginning of combat on your turn, put target creature card from a graveyard onto the battlefield under your control. It gains haste.""",,,,"M21, PM21",Normal,
Liliana's Devotee,M21,B,B,Creature,"Human, Warlock",3,Uncommon,"Zombies you control get +1/+0.
At the beginning of your end step, if a creature died this turn, you may pay {1}{B}. If you do, create a 2/2 black Zombie creature token.",,2,3,"M21, PLIST",Normal,
Liliana's Standard Bearer,M21,B,B,Creature,"Zombie, Knight",3,Rare,"Flash
When Liliana's Standard Bearer enters the battlefield, draw X cards, where X is the number of creatures that died under your control this turn.",Flash,3,1,"M21, PM21",Normal,
Liliana's Steward,M21,B,B,Creature,Zombie,1,Common,"{T}, Sacrifice Liliana's Steward: Target opponent discards a card. Activate only as a sorcery.",,1,2,M21,Normal,
Malefic Scythe,M21,B,B,Artifact,Equipment,2,Uncommon,"Malefic Scythe enters the battlefield with a soul counter on it.
Equipped creature gets +1/+1 for each soul counter on Malefic Scythe.
Whenever equipped creature dies, put a soul counter on Malefic Scythe.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,,M21,Normal,
Masked Blackguard,M21,B,B,Creature,"Human, Rogue",2,Common,"Flash (You may cast this spell any time you could cast an instant.)
{2}{B}: Masked Blackguard gets +1/+1 until end of turn.",Flash,2,1,M21,Normal,
